County/City,Ward,Pct,"Justin Edward Fairfax","Jill Holtzman Vogel","All Others","Total Votes Cast"
"Fairfax County",-,"712 - Shreve (CD 8)",606,261,0,867
"Fairfax County",-,"713 - Timber Lane (CD 8)","1,143",341,1,"1,485"
"Fairfax County",-,"714 - Walker (CD 11)","1,089",418,0,"1,507"
"Fairfax County",-,"717 - Woodburn (CD 11)",691,249,2,942
"Fairfax County",-,"718 - Pine Ridge (CD 11)",770,324,1,"1,095"
"Fairfax County",-,"720 - Thoreau (CD 11)","1,115",496,5,"1,616"
"Fairfax County",-,"721 - Merrifield (CD 11)","1,267",348,4,"1,619"
"Fairfax County",-,"723 - Gallows East (CD 11)",602,182,1,785
"Fairfax County",-,"726 - Magarity (CD 8)","1,185",431,1,"1,617"
"Fairfax County",-,"727 - Oakton (CD 11)",775,549,0,"1,324"
"Fairfax County",-,"729 - Nottoway (CD 11)","1,242",491,3,"1,736"
"Fairfax County",-,"730 - Penderbrook (CD 11)","1,068",547,0,"1,615"
"Fairfax County",-,"731 - Tysons (CD 11)",747,251,4,"1,002"
"Fairfax County",-,"732 - Oak Marr (CD 11)","1,091",717,0,"1,808"
"Fairfax County",-,"733 - Kilmer (CD 11)","1,419",525,2,"1,946"
"Fairfax County",-,"734 - Hunters Branch (CD 11)",750,244,3,997
"Fairfax County",-,"735 - Rotonda (CD 11)",432,176,3,611
"Fairfax County",-,"801 - Burke (CD 11)","1,504",693,10,"2,207"
"Fairfax County",-,"802 - Cedar Lake (CD 11)",371,140,0,511
"Fairfax County",-,"803 - Clifton (CD 10)",986,"1,200",1,"2,187"
"Fairfax County",-,"804 - Colchester (CD 10)",498,498,1,997
"Fairfax County",-,"805 - Fairfax Station (CD 10)",438,442,0,880
"Fairfax County",-,"806 - Sydenstricker (CD 11)","1,061",670,1,"1,732"
"Fairfax County",-,"807 - Hunt Valley (CD 11)",680,474,3,"1,157"
"Fairfax County",-,"811 - Pohick (CD 11)",726,263,0,989
"Fairfax County",-,"812 - Valley (CD 11)",934,534,1,"1,469"
"Fairfax County",-,"815 - Woodyard (CD 10)",662,768,0,"1,430"
"Fairfax County",-,"824 - Orange (CD 11)","1,303",815,2,"2,120"
"Fairfax County",-,"825 - Cherry Run (CD 11)",896,600,3,"1,499"
"Fairfax County",-,"827 - Irving (CD 11)",932,539,0,"1,471"
"Fairfax County",-,"833 - White Oaks (CD 11)",931,449,7,"1,387"
"Fairfax County",-,"838 - Sangster (CD 10)",646,562,2,"1,210"
"Fairfax County",-,"839 - Silverbrook (CD 10)",967,840,3,"1,810"
"Fairfax County",-,"840 - West Springfield (CD 11)",982,580,3,"1,565"
"Fairfax County",-,"841 - Popes Head (CD 10)",444,455,2,901
"Fairfax County",-,"842 - Parkway (CD 11)",679,562,1,"1,242"
"Fairfax County",-,"843 - Fair Lakes (CD 11)","1,072",486,1,"1,559"
"Fairfax County",-,"844 - Centerpointe (CD 11)",841,285,1,"1,127"
"Fairfax County",-,"845 - Fountainhead (CD 10)",993,"1,046",2,"2,041"
"Fairfax County",-,"846 - Greenbriar East (CD 11)","1,093",487,2,"1,582"
"Fairfax County",-,"847 - Greenbriar West (CD 10)",730,427,1,"1,158"
"Fairfax County",-,"848 - Fair Oaks (CD 11)",917,399,0,"1,316"
"Fairfax County",-,"849 - Newgate (CD 10)","1,307","1,238",3,"2,548"
"Fairfax County",-,"850 - South Run (CD 10)",831,692,1,"1,524"
"Fairfax County",-,"851 - Willow Springs (CD 11)",762,547,1,"1,310"
"Fairfax County",-,"901 - Centre Ridge (CD 11)",942,395,0,"1,337"
"Fairfax County",-,"902 - Brookfield (CD 10)","1,235",550,2,"1,787"
"Fairfax County",-,"903 - Cub Run (CD 10)","1,120",755,1,"1,876"
"Fairfax County",-,"904 - Stonecroft (CD 10)",391,325,0,716
"Fairfax County",-,"905 - Franklin (CD 10)",328,196,0,524
"Fairfax County",-,"908 - Hidden Meadow (CD 10)",743,505,1,"1,249"
"Fairfax County",-,"909 - Oak Hill (CD 10)",763,434,0,"1,197"
"Fairfax County",-,"910 - London Towne (CD 11)","1,147",463,4,"1,614"
"Fairfax County",-,"911 - Navy (CD 10)","1,104",627,0,"1,731"
"Fairfax County",-,"913 - Rocky Run (CD 10)","1,183",867,2,"2,052"
"Fairfax County",-,"914 - Vale (CD 10)",756,524,1,"1,281"
"Fairfax County",-,"915 - Virginia Run (CD 10)",648,758,0,"1,406"
"Fairfax County",-,"916 - Waples Mill (CD 10)","1,326",994,2,"2,322"
"Fairfax County",-,"917 - Stone North (CD 10)",635,337,2,974
"Fairfax County",-,"918 - Centreville (CD 11)","1,359",549,5,"1,913"
"Fairfax County",-,"919 - Green Trails (CD 11)","1,262",563,1,"1,826"
"Fairfax County",-,"920 - Chantilly (CD 10)",887,458,2,"1,347"
"Fairfax County",-,"921 - Deer Park (CD 10)",896,768,2,"1,666"
"Fairfax County",-,"923 - Bull Run (CD 10)",516,636,0,"1,152"
"Fairfax County",-,"924 - Spindle (CD 11)",627,209,1,837
"Fairfax County",-,"925 - Old Mill (CD 10)",528,321,1,850
"Fairfax County",-,"926 - Powell (CD 11)","1,259",524,1,"1,784"
"Fairfax County",-,"927 - Armfield (CD 10)",571,297,0,868
"Fairfax County",-,"928 - Poplar Tree (CD 10)",878,600,1,"1,479"
"Fairfax County",-,"929 - Difficult Run (CD 10)",197,190,0,387
"Fairfax County",-,"930 - Lees Corner (CD 10)",724,441,0,"1,165"
"Fairfax County",-,"931 - Carson (CD 10)",805,373,1,"1,179"
"Fairfax County",-,"932 - Stone South (CD 10)",493,180,1,674
"Fairfax County",-,"933 - Compton (CD 11)",219,132,0,351
"Fairfax County",-,"Ab - Central Absentee Precinct (CD 10)","6,654","4,111",8,"10,773"
"Fairfax County",-,"Ab - Central Absentee Precinct (CD 11)","15,170","5,926",18,"21,114"
"Fairfax County",-,"Ab - Central Absentee Precinct (CD 8)","9,355","3,538",9,"12,902"
"Fairfax County",-,"Provisional (CD 10)",54,20,0,74
"Fairfax County",-,"Provisional (CD 11)",137,50,0,187
"Fairfax County",-,"Provisional (CD 8)",69,25,0,94
"Fairfax City",-,"1 - One",703,368,3,"1,074"
"Fairfax City",-,"2 - Two",708,461,2,"1,171"
"Fairfax City",-,"3 - Three","1,002",571,0,"1,573"
"Fairfax City",-,"4 - Four",907,488,0,"1,395"
"Fairfax City",-,"5 - Five",731,363,0,"1,094"
"Fairfax City",-,"6 - Six",688,353,1,"1,042"
"Fairfax City",-,"Ab - Central Absentee Precinct",594,289,1,884
"Fairfax City",-,Provisional,7,1,0,8
"Falls Church City",-,"1 - First Ward","1,266",388,0,"1,654"
"Falls Church City",-,"2 - Second Ward",958,313,2,"1,273"
"Falls Church City",-,"3 - Third Ward","1,360",454,0,"1,814"
"Falls Church City",-,"Ab - Central Absentee Precinct","1,066",175,3,"1,244"
"Falls Church City",-,Provisional,11,3,0,14
"Fauquier County",-,"101 - Kettle Run (CD 5)",164,460,2,626
"Fauquier County",-,"102 - Catlett (CD 1)",328,966,1,"1,295"
"Fauquier County",-,"103 - Casanova (CD 5)",241,363,2,606
"Fauquier County",-,"104 - Lois (CD 1)",181,414,1,596
"Fauquier County",-,"105 - Opal (CD 5)",148,414,0,562
"Fauquier County",-,"106 - Baldwin Ridge (CD 5)",282,485,1,768
"Fauquier County",-,"201 - Courthouse (CD 5)",668,825,2,"1,495"
"Fauquier County",-,"202 - Airlie (CD 5)",513,744,3,"1,260"
"Fauquier County",-,"203 - Warrenton (CD 5)",643,737,1,"1,381"
"Fauquier County",-,"301 - Morrisville (CD 1)",212,609,0,821
"Fauquier County",-,"302 - Remington (CD 5)",423,785,1,"1,209"
"Fauquier County",-,"303 - Bealeton (CD 1)",539,814,3,"1,356"
"Fauquier County",-,"401 - Marshall (CD 5)",498,786,0,"1,284"
"Fauquier County",-,"402 - Leeds (CD 5)",560,712,1,"1,273"
"Fauquier County",-,"403 - Waterloo (CD 5)",506,"1,038",2,"1,546"
"Fauquier County",-,"404 - Springs Valley (CD 5)",236,459,4,699
"Fauquier County",-,"501 - The Plains (CD 5)",532,620,1,"1,153"
"Fauquier County",-,"502 - New Baltimore (CD 5)",421,812,1,"1,234"
"Fauquier County",-,"503 - Broad Run (CD 5)",416,762,1,"1,179"
"Fauquier County",-,"504 - Vint Hill (CD 5)",685,"1,256",2,"1,943"
"Fauquier County",-,"Ab - Central Absentee Precinct (CD 1)",67,138,1,206
"Fauquier County",-,"Ab - Central Absentee Precinct (CD 5)",686,828,1,"1,515"
"Fauquier County",-,"Provisional (CD 1)",2,0,0,2
"Fauquier County",-,"Provisional (CD 5)",11,6,0,17
"Floyd County",-,"101 - Locust Grove",293,698,1,992
"Floyd County",-,"201 - Little River",429,734,1,"1,164"
"Floyd County",-,"301 - Courthouse",377,579,0,956
"Floyd County",-,"401 - Burks Fork",265,674,0,939
"Floyd County",-,"501 - Indian Valley",245,708,2,955
"Floyd County",-,"Ab - Central Absentee Precinct",211,229,1,441
"Floyd County",-,Provisional,0,1,0,1
"Fluvanna County",-,"101 - Palmyra",883,955,0,"1,838"
"Fluvanna County",-,"201 - Columbia",588,747,4,"1,339"
"Fluvanna County",-,"301 - Fork Union",607,710,2,"1,319"
"Fluvanna County",-,"401 - Cunningham",660,"1,121",2,"1,783"
"Fluvanna County",-,"501 - Rivanna","1,010","1,071",1,"2,082"
"Fluvanna County",-,"Ab - Central Absentee Precinct",393,398,0,791
"Fluvanna County",-,Provisional,2,2,0,4
"Franklin County",-,"102 - Burnt Chimney",313,876,1,"1,190"
"Franklin County",-,"103 - Scruggs",505,"1,640",2,"2,147"
"Franklin County",-,"201 - Glade Hill",209,703,2,914
"Franklin County",-,"202 - Penhook",225,624,0,849
"Franklin County",-,"203 - Hodgesville",45,109,0,154
"Franklin County",-,"204 - Dudley",174,425,0,599
"Franklin County",-,"301 - Snow Creek",95,369,0,464
"Franklin County",-,"302 - Fork Mountain",77,316,0,393
"Franklin County",-,"303 - Sontag",293,413,1,707
"Franklin County",-,"304 - Dickinson",166,193,0,359
"Franklin County",-,"401 - Henry",120,599,1,720
"Franklin County",-,"402 - Ferrum",122,314,2,438
"Franklin County",-,"403 - Endicott",121,331,0,452
"Franklin County",-,"501 - Waidsboro",136,383,0,519
"Franklin County",-,"502 - Callaway",165,579,0,744
"Franklin County",-,"503 - Bowmans",131,296,0,427
"Franklin County",-,"504 - Gogginsville",163,514,0,677
"Franklin County",-,"601 - Boones Mill",270,723,1,994
"Franklin County",-,"602 - Bonbrook",219,641,0,860
"Franklin County",-,"603 - Coopers Cove",125,541,0,666
"Franklin County",-,"701 - Rocky Mount East",326,612,1,939
"Franklin County",-,"702 - Rocky Mount West",275,401,1,677
"Franklin County",-,"703 - Rocky Mount South",264,372,0,636
"Franklin County",-,"Ab - Central Absentee Precinct",331,561,0,892
"Franklin County",-,Provisional,0,4,0,4
"Franklin City",-,"101 - Precinct 1-1",182,421,0,603
"Franklin City",-,"201 - Precinct 2-1",188,278,1,467
"Franklin City",-,"301 - Precinct 3-1",334,27,0,361
"Franklin City",-,"401 - Precinct 4-1",236,27,0,263
"Franklin City",-,"501 - Precinct 5-1",255,9,0,264
"Franklin City",-,"601 - Precinct 6-1",226,222,0,448
"Franklin City",-,"Ab - Central Absentee Precinct",56,83,0,139
"Franklin City",-,Provisional,3,1,0,4
"Frederick County",-,"101 - Russells",202,795,0,997
"Frederick County",-,"102 - Gore",230,759,1,990
"Frederick County",-,"103 - Kernstown",455,902,4,"1,361"
"Frederick County",-,"104 - Cedar Creek",207,512,0,719
"Frederick County",-,"201 - Gainesborough",126,555,1,682
"Frederick County",-,"202 - Albin",306,763,1,"1,070"
"Frederick County",-,"203 - Redland",392,941,1,"1,334"
"Frederick County",-,"204 - Nain",354,845,1,"1,200"
"Frederick County",-,"301 - Clear Brook",153,490,0,643
"Frederick County",-,"302 - Neff's Town",536,745,2,"1,283"
"Frederick County",-,"303 - White Hall",468,"1,042",0,"1,510"
"Frederick County",-,"401 - Carpers Valley",415,804,0,"1,219"
"Frederick County",-,"402 - Shenandoah",173,394,1,568
"Frederick County",-,"403 - Parkin's Mill",366,721,0,"1,087"
"Frederick County",-,"404 - Armel",383,725,3,"1,111"
"Frederick County",-,"501 - Stephens City",426,806,0,"1,232"
"Frederick County",-,"502 - Newtown",466,906,2,"1,374"
"Frederick County",-,"503 - Canterburg",477,914,0,"1,391"
"Frederick County",-,"601 - Millbrook",259,472,0,731
"Frederick County",-,"602 - Ash Hollow",400,567,1,968
"Frederick County",-,"603 - Greenwood",624,"1,094",2,"1,720"
"Frederick County",-,"Ab - Central Absentee Precinct",373,671,2,"1,046"
"Frederick County",-,Provisional,3,7,0,10
"Fredericksburg City",-,"101 - Precinct 1 - District One","1,003",732,3,"1,738"
"Fredericksburg City",-,"201 - Precinct 1 - District Two","1,265",649,2,"1,916"
"Fredericksburg City",-,"301 - Precinct 1 - District Three",875,649,3,"1,527"
"Fredericksburg City",-,"401 - Precinct 1 - District Four",722,194,0,916
"Fredericksburg City",-,"402 - Precinct 2 - District Four",371,153,0,524
"Fredericksburg City",-,"Ab - Central Absentee Precinct",322,193,0,515
"Fredericksburg City",-,Provisional,6,1,0,7
"Galax City",-,"1 - East",155,385,1,541
"Galax City",-,"2 - North",116,281,0,397
"Galax City",-,"3 - South",93,244,10,347
"Galax City",-,"Ab - Central Absentee Precinct",24,41,0,65
"Galax City",-,Provisional,0,0,0,0
"Giles County",-,"101 - Glen Lyn",14,50,0,64
"Giles County",-,"102 - Rich Creek",58,239,0,297
"Giles County",-,"103 - Narrows",254,793,0,"1,047"
"Giles County",-,"201 - Pearisburg",325,"1,108",2,"1,435"
"Giles County",-,"202 - Staffordsville",53,185,0,238
"Giles County",-,"203 - White Gate",22,140,1,163
"Giles County",-,"301 - Eggleston",136,305,0,441
"Giles County",-,"302 - Pembroke",279,776,2,"1,057"
"Giles County",-,"303 - Newport",234,397,0,631
"Giles County",-,"Ab - Central Absentee Precinct",124,243,0,367
"Giles County",-,Provisional,0,1,0,1
"Gloucester County",-,"101 - Harcum",258,634,0,892
"Gloucester County",-,"102 - Salem",221,516,0,737
"Gloucester County",-,"103 - Peasley",159,389,1,549
"Gloucester County",-,"201 - Courthouse",399,668,2,"1,069"
"Gloucester County",-,"202 - Botetourt",466,929,1,"1,396"
"Gloucester County",-,"301 - White Marsh",337,703,0,"1,040"
"Gloucester County",-,"302 - Roanes",426,909,0,"1,335"
"Gloucester County",-,"401 - Hayes",430,804,0,"1,234"
"Gloucester County",-,"402 - Sarahs Creek",404,691,0,"1,095"
"Gloucester County",-,"501 - Achilles",408,"1,139",0,"1,547"
"Gloucester County",-,"502 - Walker",341,710,1,"1,052"
"Gloucester County",-,"Ab - Central Absentee Precinct",250,377,0,627
"Gloucester County",-,Provisional,4,1,0,5
"Goochland County",-,"101 - Fife",255,379,3,637
"Goochland County",-,"102 - Hadensville",377,662,1,"1,040"
"Goochland County",-,"201 - Three Square",164,153,0,317
"Goochland County",-,"202 - Sandy Hook",603,781,0,"1,384"
"Goochland County",-,"301 - Goochland Court House 1",365,594,2,961
"Goochland County",-,"302 - Goochland Court House 2",140,276,0,416
"Goochland County",-,"401 - Shallow Well",379,554,0,933
"Goochland County",-,"402 - Centerville",426,"1,139",1,"1,566"
"Goochland County",-,"501 - Manakin",497,"1,085",1,"1,583"
"Goochland County",-,"502 - Blair Road",291,687,0,978
"Goochland County",-,"Ab - Central Absentee Precinct",294,398,0,692
"Goochland County",-,Provisional,0,0,0,0
"Grayson County",-,"101 - Bridle Creek",55,148,0,203
"Grayson County",-,"102 - Flatridge",24,100,0,124
"Grayson County",-,"103 - Grant",57,146,0,203
"Grayson County",-,"104 - Mouth Of Wilson",51,93,0,144
"Grayson County",-,"105 - Mount Rogers",24,121,0,145
"Grayson County",-,"106 - Rugby",29,117,0,146
"Grayson County",-,"107 - Troutdale",9,85,0,94
"Grayson County",-,"108 - Comers Rock",37,117,0,154
"Grayson County",-,"202 - Elk Creek",76,228,0,304
"Grayson County",-,"203 - Independence",193,604,0,797
"Grayson County",-,"301 - Baywood",78,359,0,437
"Grayson County",-,"302 - Fairview",89,452,1,542
"Grayson County",-,"401 - Fries",65,160,0,225
"Grayson County",-,"402 - Providence",86,410,0,496
"Grayson County",-,"403 - Oldtown",52,161,1,214
"Grayson County",-,"Ab - Central Absentee Precinct",68,188,0,256
"Grayson County",-,Provisional,0,2,0,2
"Greene County",-,"101 - Dyke",190,397,1,588
"Greene County",-,"102 - Swift Run",241,484,1,726
"Greene County",-,"201 - Ruckersville",468,921,1,"1,390"
"Greene County",-,"301 - Stanardsville",443,920,0,"1,363"
"Greene County",-,"401 - Midway",630,"1,076",0,"1,706"
"Greene County",-,"Ab - Central Absentee Precinct",164,301,0,465
"Greene County",-,Provisional,1,1,0,2
"Greensville County",-,"101 - Precinct 1-a",184,102,0,286
"Greensville County",-,"102 - Precinct 1-b",48,75,0,123
"Greensville County",-,"103 - Precinct 1-c",152,37,1,190
"Greensville County",-,"201 - Precinct 2-a",262,104,0,366
"Greensville County",-,"202 - Precinct 2-b",179,268,0,447
"Greensville County",-,"302 - Precinct 3-a",486,269,1,756
"Greensville County",-,"401 - Precinct 4-a",63,143,0,206
"Greensville County",-,"402 - Precinct 4-b",207,136,0,343
"Greensville County",-,"403 - Precinct 4-c",57,94,0,151
"Greensville County",-,Provisional,0,1,0,1
"Halifax County",-,"101 - Childrey",209,264,0,473
"Halifax County",-,"102 - Liberty",88,162,0,250
"Halifax County",-,"103 - Republican Grove",209,275,0,484
"Halifax County",-,"201 - Clays Mill",94,270,0,364
"Halifax County",-,"202 - Crossroads",110,228,0,338
"Halifax County",-,"203 - Clover",233,276,0,509
"Halifax County",-,"302 - Meadville",141,64,0,205
"Halifax County",-,"304 - Vernon Hill",120,262,0,382
"Halifax County",-,"305 - Sinai",369,268,0,637
"Halifax County",-,"401 - Courthouse",293,340,0,633
"Halifax County",-,"403 - Center",163,464,0,627
"Halifax County",-,"502 - Dan River",241,587,0,828
"Halifax County",-,"503 - Scottsburg",77,337,0,414
"Halifax County",-,"601 - Black Walnut",155,334,1,490
"Halifax County",-,"603 - Mt Carmel",317,425,0,742
"Halifax County",-,"605 - Union",71,150,0,221
"Halifax County",-,"701 - Hyco",175,464,0,639
"Halifax County",-,"702 - Midway",62,383,3,448
"Halifax County",-,"703 - Virgilina",68,240,0,308
"Halifax County",-,"801 - South Boston",556,269,2,827
"Halifax County",-,"Ab - Central Absentee Precinct",182,300,0,482
"Halifax County",-,Provisional,0,2,0,2
"Hampton City",-,"101 - Aberdeen (CD 3)","1,027",156,1,"1,184"
"Hampton City",-,"102 - Bassette (CD 3)","1,252",67,1,"1,320"
"Hampton City",-,"103 - City Hall (CD 3)",621,101,0,722
"Hampton City",-,"104 - Cooper (CD 3)","1,471",210,1,"1,682"
"Hampton City",-,"105 - East Hampton (CD 3)",715,198,1,914
"Hampton City",-,"106 - Armstrong (CD 3)",917,469,1,"1,387"
"Hampton City",-,"107 - Lindsay (CD 3)","1,092",198,0,"1,290"
"Hampton City",-,"108 - Thomas (CD 3)","1,352",167,1,"1,520"
"Hampton City",-,"109 - Phenix (CD 3)","1,435",91,20,"1,546"
"Hampton City",-,"110 - Phoebus (CD 2)",211,141,0,352
"Hampton City",-,"111 - Hampton Library (CD 3)",302,241,1,544
"Hampton City",-,"112 - Smith (CD 3)","1,288",404,3,"1,695"
"Hampton City",-,"115 - Wythe (CD 3)",455,363,5,823
"Hampton City",-,"116 - Jones (CD 3)",508,133,0,641
"Hampton City",-,"117 - Kecoughtan (CD 3)",744,212,1,957
"Hampton City",-,"118 - Mallory (CD 3)","1,522",149,1,"1,672"
"Hampton City",-,"201 - Booker (CD 2)",763,750,1,"1,514"
"Hampton City",-,"202 - Bryan (CD 2)",806,627,1,"1,434"
"Hampton City",-,"203 - Burbank (CD 2)",625,385,5,"1,015"
"Hampton City",-,"204 - Forrest (CD 3)",816,371,16,"1,203"
"Hampton City",-,"205 - Asbury (CD 2)",827,"1,258",1,"2,086"
"Hampton City",-,"208 - Kraft (CD 3)","1,314",772,2,"2,088"
"Hampton City",-,"209 - Langley (CD 2)",712,498,0,"1,210"
"Hampton City",-,"210 - Machen (CD 3)","1,579",417,2,"1,998"
"Hampton City",-,"212 - Bethel (CD 3)","1,721",512,0,"2,233"
"Hampton City",-,"213 - Phillips (CD 2)","1,045","1,000",3,"2,048"
"Hampton City",-,"214 - Tucker Capps (CD 3)",996,571,0,"1,567"
"Hampton City",-,"215 - Tyler (CD 2)",18,8,0,26
"Hampton City",-,"215 - Tyler (CD 3)",264,72,0,336
"Hampton City",-,"216 - Sandy Bottom (CD 3)",694,297,1,992
"Hampton City",-,"217 - Syms (CD 3)",367,363,0,730
"Hampton City",-,"Ab - Central Absentee Precinct (CD 2)",203,185,0,388
"Hampton City",-,"Ab - Central Absentee Precinct (CD 3)",794,260,2,"1,056"
"Hampton City",-,"Provisional (CD 2)",3,2,0,5
"Hampton City",-,"Provisional (CD 3)",29,8,0,37
"Hanover County",-,"101 - Ashland",565,468,1,"1,034"
"Hanover County",-,"104 - Sliding Hill",508,657,1,"1,166"
"Hanover County",-,"105 - Berkley",570,347,0,917
"Hanover County",-,"106 - Kersey Creek",257,459,2,718
"Hanover County",-,"107 - Chickahominy",395,587,1,983
"Hanover County",-,"201 - Beaverdam",352,"1,058",3,"1,413"
"Hanover County",-,"202 - Blunts",290,489,0,779
"Hanover County",-,"203 - Wilmington Parish",353,820,1,"1,174"
"Hanover County",-,"206 - Courthouse",422,522,2,946
"Hanover County",-,"208 - Oak Knoll",310,688,4,"1,002"
"Hanover County",-,"209 - West Hanover",86,199,0,285
"Hanover County",-,"210 - Oak Hill",112,299,1,412
"Hanover County",-,"301 - Clay",408,997,0,"1,405"
"Hanover County",-,"303 - Shady Grove",400,881,3,"1,284"
"Hanover County",-,"304 - Atlee","1,065","1,705",4,"2,774"
"Hanover County",-,"305 - Cool Spring",499,862,3,"1,364"
"Hanover County",-,"401 - Battlefield",272,"1,165",2,"1,439"
"Hanover County",-,"403 - Cold Harbor",479,"1,158",3,"1,640"
"Hanover County",-,"404 - Black Creek",288,"1,292",0,"1,580"
"Hanover County",-,"405 - Pebble Creek",296,552,2,850
"Hanover County",-,"406 - Beaverdam Creek",81,187,0,268
"Hanover County",-,"502 - Rural Point",452,936,1,"1,389"
"Hanover County",-,"503 - Newman",370,674,2,"1,046"
"Hanover County",-,"504 - Studley",188,728,1,917
"Hanover County",-,"505 - Totopotomoy",157,550,1,708
"Hanover County",-,"506 - Georgetown",324,775,0,"1,099"
"Hanover County",-,"507 - Laurel Meadow",338,854,1,"1,193"
"Hanover County",-,"601 - Village",576,"1,397",4,"1,977"
"Hanover County",-,"602 - Lee Davis",423,"1,002",2,"1,427"
"Hanover County",-,"603 - Mechanicsville",357,492,0,849
"Hanover County",-,"604 - Hanover Grove",276,694,1,971
"Hanover County",-,"701 - Farrington",379,915,1,"1,295"
"Hanover County",-,"702 - Montpelier",445,724,0,"1,169"
"Hanover County",-,"703 - Rockville",405,900,1,"1,306"
"Hanover County",-,"704 - Elmont",500,883,3,"1,386"
"Hanover County",-,"705 - South Anna",241,505,2,748
"Hanover County",-,"Ab - Central Absentee Precinct",783,"1,291",5,"2,079"
"Hanover County",-,Provisional,14,14,0,28
"Harrisonburg City",-,"101 - Northeast",907,474,4,"1,385"
"Harrisonburg City",-,"102 - East Central",540,222,4,766
"Harrisonburg City",-,"103 - Southeast",824,434,2,"1,260"
"Harrisonburg City",-,"104 - East",706,526,0,"1,232"
"Harrisonburg City",-,"105 - South East Central",516,241,2,759
"Harrisonburg City",-,"201 - Northwest",817,578,1,"1,396"
"Harrisonburg City",-,"202 - Southwest",916,553,1,"1,470"
"Harrisonburg City",-,"203 - West",881,494,2,"1,377"
"Harrisonburg City",-,"Ab - Central Absentee Precinct",323,249,1,573
"Harrisonburg City",-,Provisional,1,1,0,2
"Henrico County",-,"101 - Coalpit (CD 7)","1,029",891,5,"1,925"
"Henrico County",-,"102 - Dumbarton (CD 7)","1,097",366,4,"1,467"
"Henrico County",-,"103 - Glen Allen (CD 7)","1,051","1,149",2,"2,202"
"Henrico County",-,"104 - Glenside (CD 7)",787,204,2,993
"Henrico County",-,"105 - Greendale (CD 7)",923,630,5,"1,558"
"Henrico County",-,"106 - Hermitage (CD 7)",854,587,4,"1,445"
"Henrico County",-,"108 - Hungary Creek (CD 7)","1,092","1,099",5,"2,196"
"Henrico County",-,"109 - Hunton (CD 7)",222,369,1,592
"Henrico County",-,"110 - Johnson (CD 7)",292,209,0,501
"Henrico County",-,"111 - Lakeside (CD 7)","1,150",818,2,"1,970"
"Henrico County",-,"112 - Longan (CD 7)",678,678,2,"1,358"
"Henrico County",-,"113 - Maude Trevvett (CD 7)",330,328,0,658
"Henrico County",-,"114 - Monument Hills (CD 7)",319,322,0,641
"Henrico County",-,"115 - Staples Mill (CD 7)","1,010","1,157",3,"2,170"
"Henrico County",-,"117 - Westwood (CD 7)",684,492,2,"1,178"
"Henrico County",-,"201 - Adams (CD 4)","1,047",42,2,"1,091"
"Henrico County",-,"202 - Azalea (CD 7)","1,296",96,2,"1,394"
"Henrico County",-,"203 - Belmont (CD 7)",850,359,0,"1,209"
"Henrico County",-,"204 - Brookland (CD 7)",192,134,0,326
"Henrico County",-,"205 - Canterbury (CD 7)",194,321,0,515
"Henrico County",-,"206 - Central Gardens (CD 4)","1,323",39,0,"1,362"
"Henrico County",-,"207 - Chamberlayne (CD 7)","1,184",366,2,"1,552"
"Henrico County",-,"208 - Fairfield (CD 4)","1,086",42,0,"1,128"
"Henrico County",-,"209 - Glen Lea (CD 4)",785,120,2,907
"Henrico County",-,"210 - Greenwood (CD 7)",692,147,1,840
"Henrico County",-,"211 - Highland Gardens (CD 4)",478,31,2,511
"Henrico County",-,"212 - Hollybrook (CD 7)",334,127,0,461
"Henrico County",-,"213 - Hungary (CD 7)",709,138,0,847
"Henrico County",-,"214 - Longdale (CD 7)",550,258,0,808
"Henrico County",-,"215 - Maplewood (CD 4)","1,482",49,0,"1,531"
"Henrico County",-,"216 - Moody (CD 7)",303,265,0,568
"Henrico County",-,"217 - Mountain (CD 7)",251,160,1,412
"Henrico County",-,"218 - Oakview (CD 7)",36,46,0,82
"Henrico County",-,"219 - Randolph (CD 7)",175,31,0,206
"Henrico County",-,"220 - Ratcliffe (CD 4)","1,580",102,0,"1,682"
"Henrico County",-,"221 - Stratford Hall (CD 7)",120,69,0,189
"Henrico County",-,"222 - Wilder (CD 7)","1,000",196,2,"1,198"
"Henrico County",-,"223 - Yellow Tavern (CD 7)",988,649,0,"1,637"
"Henrico County",-,"224 - Essex Village (CD 4)",306,4,1,311
"Henrico County",-,"301 - Causeway (CD 7)",543,549,0,"1,092"
"Henrico County",-,"302 - Cedarfield (CD 7)",645,833,1,"1,479"
"Henrico County",-,"303 - Innsbrook (CD 7)",850,694,4,"1,548"
"Henrico County",-,"304 - Jackson Davis (CD 7)",400,483,2,885
"Henrico County",-,"305 - Nuckols Farm (CD 7)",795,"1,011",6,"1,812"
"Henrico County",-,"306 - Pocahontas (CD 7)",739,641,3,"1,383"
"Henrico County",-,"307 - Ridge (CD 7)",387,445,0,832
"Henrico County",-,"308 - Rivers Edge (CD 7)",727,905,2,"1,634"
"Henrico County",-,"309 - Sadler (CD 7)",796,768,1,"1,565"
"Henrico County",-,"310 - Shady Grove (CD 7)",751,"1,017",2,"1,770"
"Henrico County",-,"311 - Short Pump (CD 7)","1,074",921,4,"1,999"
"Henrico County",-,"312 - Springfield (CD 7)",565,397,1,963
"Henrico County",-,"313 - Stoney Run (CD 7)","1,075","1,058",4,"2,137"
